student_id,gender,study_time_hours,attendance_percent,sleep_hours,parental_education,internet_access,extracurricular_activities,part_time_job,previous_grade
402,Female,4.2,77.5,5.2,Bachelors,Yes,Yes,No,80.2
403,Male,3.4,88.2,6.3,High School,Yes,No,Yes,73.0
404,Male,1.0,98.4,7.0,Bachelors,Yes,No,No,69.9
405,Female,4.1,66.2,7.5,Bachelors,Yes,No,No,80.5
406,Female,3.8,86.2,6.1,PhD,Yes,No,No,75.8
407,Female,3.9,83.4,6.3,Bachelors,Yes,No,No,87.4
408,Female,1.6,91.7,5.7,Bachelors,Yes,Yes,No,64.5
409,Female,1.9,87.1,6.8,High School,No,No,No,64.8
410,Female,5.1,77.5,5.8,None,Yes,Yes,Yes,54.4
411,Male,3.4,81.8,7.5,High School,Yes,No,No,64.9
412,Female,4.5,77.0,4.7,High School,Yes,No,No,81.6
413,Female,3.5,95.8,6.4,Masters,Yes,Yes,No,85.6
414,Male,3.5,85.2,7.2,Bachelors,Yes,Yes,No,81.5
415,Male,4.9,100.0,7.0,Bachelors,No,Yes,Yes,48.5
416,Male,2.7,84.4,10.0,Bachelors,Yes,No,Yes,83.0
417,Male,3.6,77.9,7.2,Masters,No,No,No,47.9
418,Female,2.8,69.9,5.6,High School,Yes,Yes,No,80.8
419,Female,2.8,67.0,6.7,Masters,Yes,No,No,65.6
420,Female,3.0,69.2,4.7,Bachelors,No,No,No,78.4
421,Female,3.8,87.7,6.7,Bachelors,Yes,Yes,Yes,54.0
422,Female,2.8,90.1,5.8,Bachelors,No,Yes,No,84.1
423,Female,5.4,69.2,7.9,High School,Yes,No,Yes,52.4
424,Male,2.2,94.0,6.1,Masters,No,No,No,62.0
425,Female,3.2,80.2,6.7,Bachelors,Yes,No,Yes,58.0
426,Male,2.8,86.5,6.0,High School,Yes,Yes,No,48.9
427,Male,5.7,100.0,8.9,Bachelors,Yes,Yes,Yes,71.1
428,Female,3.8,94.0,6.4,None,Yes,Yes,No,91.7
429,Male,5.0,82.3,9.0,Bachelors,Yes,Yes,No,100.0
430,Female,1.3,76.1,7.8,None,Yes,Yes,No,71.2
431,Male,3.9,63.5,7.4,High School,Yes,No,No,83.4
432,Female,4.8,77.8,7.2,High School,Yes,Yes,No,72.8
433,Male,3.6,82.9,7.3,High School,Yes,No,Yes,76.0
434,Female,5.1,75.1,4.5,Bachelors,Yes,Yes,No,65.9
435,Female,2.7,83.7,6.5,High School,Yes,No,No,72.3
436,Female,5.6,85.8,7.8,High School,Yes,Yes,Yes,76.4
437,Female,6.9,82.8,6.7,None,Yes,Yes,Yes,63.1
438,Female,3.0,78.5,5.1,Masters,Yes,Yes,No,69.1
439,Male,2.8,86.7,6.7,Masters,Yes,No,No,69.3
440,Male,5.7,89.4,8.8,High School,No,No,No,79.9
441,Male,5.9,74.1,8.3,High School,Yes,Yes,No,57.2
442,Female,2.7,99.1,6.7,High School,Yes,Yes,Yes,69.4
443,Male,2.9,84.0,7.9,Masters,Yes,No,Yes,92.9
444,Female,3.1,85.2,6.4,None,Yes,Yes,No,84.0
445,Female,1.5,92.1,4.8,Bachelors,Yes,Yes,Yes,86.2
446,Male,2.1,87.3,5.7,High School,Yes,No,No,70.3
447,Male,2.0,94.5,8.7,Bachelors,Yes,No,No,73.9
448,Female,2.3,87.9,6.5,High School,Yes,Yes,Yes,82.0
449,Male,3.4,78.9,6.5,Bachelors,Yes,Yes,No,88.7
450,Female,3.9,88.6,6.4,Bachelors,Yes,No,Yes,46.6
451,Female,5.8,73.6,9.1,Masters,No,Yes,No,54.2
452,Female,2.0,86.1,8.8,High School,Yes,Yes,Yes,85.7
453,Female,5.0,84.7,9.5,High School,Yes,No,No,66.7
454,Female,3.2,82.9,6.6,None,No,No,No,61.9
455,Male,3.4,83.7,7.2,High School,Yes,Yes,No,55.0
456,Male,4.5,66.2,5.0,High School,Yes,No,No,63.3
457,Female,1.8,79.5,8.6,High School,Yes,No,Yes,53.2
458,Female,4.1,85.9,5.4,High School,No,Yes,No,95.1
459,Male,3.7,86.6,7.1,Bachelors,No,No,No,69.7
460,Male,4.2,74.7,5.5,Masters,Yes,Yes,No,69.3
461,Female,3.9,97.7,6.1,High School,Yes,Yes,Yes,77.1
462,Male,7.2,76.3,5.8,Bachelors,Yes,No,No,81.5
463,Female,2.5,94.7,6.1,Masters,Yes,Yes,Yes,81.4
464,Male,2.7,89.3,6.2,Bachelors,Yes,Yes,No,82.9
465,Female,2.6,78.5,6.1,PhD,No,Yes,Yes,62.4
466,Male,2.7,100.0,7.8,PhD,Yes,Yes,No,66.4
467,Female,2.5,73.1,5.5,High School,Yes,No,Yes,79.2
468,Male,5.3,94.2,7.1,Masters,Yes,No,No,63.7
469,Male,5.6,95.0,8.3,Bachelors,Yes,No,No,69.9
470,Female,2.6,78.3,6.2,None,Yes,Yes,Yes,74.8
471,Male,2.3,98.9,5.9,Bachelors,Yes,Yes,No,79.4
472,Female,4.2,82.5,6.5,None,No,Yes,Yes,48.7
473,Male,2.7,87.9,8.2,Masters,No,Yes,No,78.6
474,Female,4.4,87.6,7.0,High School,Yes,Yes,No,67.2
475,Male,3.8,83.7,6.2,Bachelors,No,No,No,78.5
476,Female,1.2,93.1,7.4,None,Yes,No,No,79.3
477,Male,5.8,92.9,5.5,PhD,Yes,No,Yes,89.3
478,Female,6.2,67.5,7.6,High School,Yes,Yes,No,86.2
479,Male,2.6,98.0,7.3,Masters,Yes,No,Yes,86.2
480,Female,2.9,68.4,6.4,High School,No,Yes,No,87.3
481,Female,3.9,95.3,5.8,High School,Yes,Yes,No,73.5
482,Female,4.0,96.3,5.7,Bachelors,Yes,No,No,70.4
483,Male,4.5,74.1,7.4,High School,Yes,No,Yes,80.5
484,Female,6.5,80.9,8.3,Masters,Yes,Yes,No,78.8
485,Male,3.2,73.9,6.0,High School,Yes,Yes,No,66.3
486,Female,2.3,82.9,7.4,Masters,Yes,Yes,Yes,74.9
487,Male,1.4,81.9,4.3,High School,Yes,No,No,69.6
488,Female,2.4,92.8,6.1,High School,Yes,Yes,No,59.8
489,Male,3.5,98.1,6.8,High School,Yes,No,No,85.5
490,Male,6.2,99.0,5.7,High School,Yes,Yes,No,70.7
491,Female,2.7,79.4,5.7,High School,Yes,Yes,No,94.6
492,Male,3.8,82.9,6.0,High School,Yes,Yes,Yes,50.5
493,Male,3.5,68.2,7.2,Bachelors,Yes,Yes,No,63.3
494,Female,5.3,76.9,6.6,High School,Yes,Yes,Yes,70.4
495,Male,7.3,94.6,4.1,Bachelors,Yes,No,No,83.6
496,Male,2.7,100.0,4.3,Bachelors,No,No,No,74.8
497,Male,2.8,72.7,6.1,PhD,Yes,No,No,73.7
498,Female,5.1,79.1,7.3,None,Yes,No,No,56.5
499,Male,4.5,84.7,3.5,Bachelors,No,No,Yes,56.1
500,Female,6.3,87.8,6.2,High School,Yes,No,No,73.9
501,Male,4.4,76.9,6.2,High School,Yes,No,No,53.6
502,Male,3.0,89.2,8.5,None,Yes,Yes,Yes,63.6
503,Male,4.4,80.3,6.3,High School,No,Yes,No,76.0
504,Female,5.2,84.9,7.3,High School,No,Yes,No,58.2
505,Male,4.7,90.5,7.0,High School,Yes,Yes,No,89.3
506,Male,4.3,85.1,4.2,High School,Yes,Yes,Yes,84.7
507,Female,5.1,80.6,7.7,High School,Yes,No,No,51.1
508,Male,5.3,83.9,7.1,Masters,No,Yes,Yes,58.8
509,Female,5.6,84.1,7.4,High School,No,Yes,Yes,42.6
510,Female,4.5,81.3,10.0,Bachelors,Yes,Yes,Yes,60.6
511,Male,3.2,82.4,4.3,High School,Yes,Yes,Yes,79.2
512,Female,3.7,100.0,8.9,High School,Yes,Yes,Yes,65.0
513,Male,5.3,90.6,6.5,None,Yes,Yes,No,75.5
514,Female,2.3,82.0,7.1,High School,Yes,Yes,No,51.7
515,Female,4.1,92.0,6.7,Masters,Yes,Yes,Yes,79.6
516,Male,2.9,81.7,6.3,Bachelors,Yes,No,Yes,63.3
517,Female,3.5,96.7,6.1,High School,Yes,No,No,70.1
518,Female,5.4,88.7,7.2,None,No,Yes,No,68.9
519,Female,3.8,83.9,5.0,High School,Yes,Yes,Yes,54.7
520,Female,3.6,89.5,7.7,PhD,Yes,Yes,Yes,56.2
521,Female,1.5,69.3,6.3,High School,Yes,No,Yes,81.6
522,Male,4.6,73.7,5.4,PhD,No,Yes,Yes,74.8
523,Female,4.5,73.1,6.3,High School,Yes,Yes,Yes,82.6
524,Male,6.7,86.4,8.3,Bachelors,Yes,No,No,73.9
525,Female,3.0,100.0,6.2,Masters,Yes,Yes,Yes,71.7
526,Male,3.8,100.0,7.2,None,Yes,Yes,No,49.3
527,Male,3.9,91.4,5.9,None,Yes,Yes,Yes,66.8
528,Female,5.9,90.0,7.7,Masters,Yes,No,No,69.7
529,Female,3.4,67.0,7.6,PhD,No,No,No,93.4
530,Female,3.9,79.6,9.0,High School,Yes,No,No,78.2
531,Male,4.4,77.1,6.6,High School,Yes,Yes,No,88.4
532,Female,3.8,78.8,7.6,High School,Yes,Yes,No,77.2
533,Male,2.8,83.3,6.9,Bachelors,Yes,No,No,61.5
534,Male,3.8,80.3,8.4,Bachelors,Yes,No,No,71.4
535,Male,5.1,65.2,5.9,Bachelors,Yes,Yes,No,72.8
536,Female,2.0,92.5,7.7,High School,Yes,No,No,58.7
537,Female,3.7,74.3,6.6,Masters,Yes,Yes,No,65.4
538,Male,2.4,87.4,6.7,High School,Yes,Yes,No,67.5
539,Male,5.3,100.0,6.9,High School,Yes,No,No,89.3
540,Female,1.2,75.8,7.1,Bachelors,Yes,Yes,Yes,45.0
541,Male,2.7,59.7,6.7,Masters,No,No,Yes,84.5
542,Female,4.1,82.1,7.1,Masters,Yes,Yes,No,58.8
543,Male,5.8,96.0,8.7,Bachelors,Yes,Yes,Yes,53.5
544,Female,3.4,100.0,8.0,High School,Yes,No,No,84.2
545,Male,2.7,72.7,7.8,Bachelors,Yes,No,Yes,78.8
546,Female,6.3,90.0,6.3,High School,Yes,Yes,No,85.1
547,Male,1.3,80.3,5.7,Bachelors,No,Yes,No,79.6
548,Female,0.5,83.9,7.9,Bachelors,Yes,No,No,94.7
549,Female,4.2,100.0,7.9,High School,Yes,Yes,No,76.7
550,Male,2.7,70.0,8.6,High School,Yes,No,No,68.1
551,Male,2.0,87.5,6.1,None,Yes,No,No,74.1
552,Female,4.6,89.7,6.5,None,Yes,Yes,No,84.9
553,Male,3.9,95.9,4.8,Bachelors,Yes,Yes,Yes,60.6
554,Female,2.7,86.0,6.3,High School,Yes,Yes,No,62.2
555,Male,1.6,88.1,8.0,High School,No,No,No,66.3
556,Female,4.8,81.1,6.2,Bachelors,Yes,Yes,No,44.7
557,Female,4.5,87.7,7.6,None,Yes,Yes,No,71.7
558,Female,3.4,81.6,6.6,High School,Yes,Yes,No,47.4
559,Female,6.3,91.2,7.2,Masters,Yes,No,Yes,70.6
560,Female,1.9,81.3,5.4,High School,Yes,Yes,Yes,80.4
561,Female,1.2,88.8,6.9,None,Yes,Yes,No,64.3
562,Male,2.5,84.7,3.2,Bachelors,No,No,No,90.1
563,Male,3.4,96.3,6.6,Masters,No,No,No,52.5
564,Male,3.9,84.5,4.8,High School,No,No,Yes,84.3
565,Female,3.1,67.3,8.2,Bachelors,Yes,Yes,No,78.1
566,Female,4.0,97.6,7.7,High School,Yes,Yes,No,49.4
567,Female,1.6,75.9,7.4,High School,Yes,No,No,100.0
568,Female,5.7,78.5,8.6,None,Yes,Yes,Yes,69.2
569,Male,3.4,79.0,5.7,None,Yes,No,Yes,59.5
570,Male,5.2,98.7,8.9,PhD,Yes,No,Yes,53.1
571,Female,4.0,63.6,7.9,Bachelors,Yes,Yes,Yes,67.4
572,Male,4.2,100.0,6.5,Masters,Yes,No,Yes,68.5
573,Male,4.4,95.6,8.2,High School,Yes,No,Yes,71.2
574,Female,4.2,87.2,5.5,High School,Yes,Yes,No,66.4
575,Male,4.5,84.5,5.8,High School,Yes,Yes,No,77.6
576,Female,5.5,87.9,6.1,Bachelors,Yes,Yes,No,65.3
577,Male,3.8,90.2,6.2,Bachelors,Yes,Yes,Yes,46.8
578,Female,4.6,91.5,5.5,High School,Yes,Yes,No,68.2
579,Female,3.4,90.6,8.3,Bachelors,Yes,No,No,41.6
580,Female,5.7,85.9,6.5,Masters,Yes,No,Yes,74.2
581,Female,2.5,83.0,7.2,Bachelors,Yes,Yes,No,58.2
582,Male,6.2,83.5,6.1,High School,Yes,Yes,Yes,72.0
583,Female,3.4,83.1,4.6,High School,Yes,No,No,85.8
584,Female,1.4,96.3,7.1,High School,Yes,Yes,No,58.6
585,Female,3.7,90.9,4.5,High School,Yes,No,No,82.7
586,Male,2.5,55.6,6.7,Bachelors,Yes,Yes,No,64.8
587,Female,4.8,91.6,5.2,Bachelors,No,Yes,No,91.0
588,Male,2.5,86.9,9.2,Masters,Yes,Yes,No,65.6
589,Female,2.8,84.8,7.9,Bachelors,Yes,No,No,59.9
590,Male,0.7,81.1,6.9,Masters,Yes,Yes,Yes,78.2
591,Male,2.8,96.2,8.3,High School,Yes,No,Yes,64.8
592,Female,0.5,94.5,5.8,Bachelors,Yes,Yes,No,59.9
593,Male,1.1,77.3,7.5,Masters,Yes,Yes,No,64.3
594,Female,4.6,89.1,7.0,High School,No,Yes,No,69.5
595,Female,4.7,75.3,7.1,High School,Yes,No,Yes,86.1
596,Female,4.1,71.2,8.3,PhD,Yes,No,No,46.8
597,Male,2.0,78.7,7.7,High School,Yes,Yes,Yes,70.3
598,Male,3.4,93.6,7.1,Masters,No,Yes,No,77.5
599,Female,3.5,94.5,4.8,High School,Yes,Yes,No,72.3
600,Female,1.8,90.1,5.6,Masters,Yes,Yes,No,85.7
601,Male,5.8,92.3,6.7,High School,Yes,Yes,Yes,69.1
602,Female,4.8,90.2,6.9,High School,Yes,No,No,67.8
603,Female,3.2,78.6,5.4,Bachelors,Yes,No,No,77.1
604,Female,3.5,89.3,9.7,High School,Yes,Yes,No,71.2
605,Male,3.8,93.0,8.6,Bachelors,Yes,Yes,No,65.3
606,Male,0.5,92.5,7.5,High School,Yes,No,No,76.2
607,Male,3.1,96.9,6.9,High School,No,No,No,62.2
608,Female,2.5,92.1,6.5,High School,Yes,Yes,No,62.7
609,Female,2.0,88.5,5.7,High School,No,Yes,Yes,63.7
610,Female,3.1,95.7,6.9,None,Yes,Yes,No,86.2
611,Male,6.2,84.7,7.1,High School,Yes,Yes,No,31.3
612,Female,4.5,76.2,5.3,Bachelors,Yes,Yes,Yes,74.7
613,Female,2.6,83.4,7.2,High School,Yes,Yes,Yes,70.4
614,Female,4.4,77.6,6.6,High School,Yes,No,No,49.8
615,Female,5.6,78.2,4.5,None,Yes,Yes,Yes,73.7
616,Male,4.9,83.6,5.8,High School,Yes,Yes,No,75.7
617,Male,3.6,77.1,6.3,None,Yes,Yes,Yes,77.1
618,Female,2.5,81.9,9.1,High School,Yes,No,No,38.2
619,Male,4.5,66.1,7.5,Masters,Yes,No,No,86.4
620,Male,4.1,87.1,5.2,Bachelors,Yes,Yes,No,61.1
621,Female,4.8,85.0,7.4,PhD,Yes,Yes,No,78.2
622,Female,4.5,76.8,4.9,Bachelors,No,No,No,78.9
623,Male,5.1,91.6,8.1,Bachelors,Yes,Yes,No,59.5
624,Female,2.7,94.4,6.2,High School,Yes,Yes,Yes,77.9
625,Male,5.5,68.9,6.7,High School,Yes,Yes,Yes,65.4
626,Female,3.8,77.4,8.4,None,Yes,Yes,Yes,45.1
627,Male,6.6,77.3,5.3,High School,No,Yes,No,84.0
628,Female,2.5,75.6,5.1,Bachelors,Yes,No,Yes,60.7
629,Male,6.1,93.3,6.1,Masters,Yes,No,Yes,59.7
630,Male,3.8,83.1,8.0,High School,Yes,Yes,No,65.2
631,Male,2.5,82.4,5.0,None,Yes,No,No,73.3
632,Female,2.8,65.0,3.4,Masters,No,Yes,No,69.3
633,Male,3.0,91.4,6.3,Bachelors,Yes,Yes,Yes,76.6
634,Male,4.1,72.6,7.5,PhD,Yes,No,Yes,53.9
635,Female,4.3,85.6,8.2,High School,Yes,No,No,61.1
636,Female,2.6,87.8,6.2,High School,Yes,Yes,Yes,68.6
637,Male,3.5,98.6,6.3,Bachelors,Yes,Yes,No,92.8
638,Male,6.7,71.9,8.2,High School,Yes,No,No,68.6
639,Female,6.1,54.8,4.6,Masters,Yes,No,No,83.0
640,Female,4.2,86.8,6.3,None,No,No,Yes,70.5
641,Female,3.6,100.0,7.0,Bachelors,Yes,Yes,No,64.2
642,Female,3.7,97.4,7.3,High School,Yes,Yes,No,67.0
643,Female,4.4,87.1,6.2,None,Yes,Yes,No,68.0
644,Male,2.0,80.1,6.8,Bachelors,No,Yes,No,77.2
645,Female,3.1,93.1,3.8,Bachelors,Yes,No,Yes,86.5
646,Male,1.0,75.3,6.0,Bachelors,Yes,Yes,Yes,74.3
647,Male,4.1,89.8,7.3,None,Yes,Yes,No,84.2
648,Male,4.5,90.1,5.6,Bachelors,Yes,No,No,58.4
649,Female,2.8,95.6,6.9,Masters,Yes,Yes,No,65.0
650,Male,5.9,100.0,7.3,Masters,Yes,Yes,No,61.3
651,Male,1.7,88.9,6.4,High School,Yes,No,No,73.8
652,Female,1.3,79.9,7.0,Bachelors,Yes,No,No,65.7
653,Male,3.8,84.7,5.6,Masters,Yes,No,No,78.8
654,Male,5.1,67.3,6.6,Bachelors,No,Yes,Yes,58.8
655,Female,6.0,78.1,7.5,Masters,No,No,No,70.5
656,Male,2.8,80.9,7.0,None,Yes,No,Yes,78.2
657,Male,5.1,79.8,6.1,Bachelors,Yes,Yes,No,45.2
658,Male,3.4,86.5,7.1,Masters,Yes,Yes,No,95.5
659,Female,3.2,76.8,7.7,Masters,Yes,No,No,66.6
660,Female,4.8,96.2,4.3,Masters,Yes,Yes,Yes,45.7
661,Female,4.5,85.0,8.2,Bachelors,Yes,No,No,71.9
662,Male,1.1,84.9,6.4,High School,Yes,Yes,Yes,70.4
663,Male,5.7,81.7,7.3,Bachelors,Yes,Yes,No,69.0
664,Female,5.6,86.6,8.2,Masters,Yes,Yes,Yes,81.9
665,Male,2.6,93.3,5.2,Bachelors,Yes,No,No,79.0
666,Male,4.1,76.3,5.9,Masters,Yes,Yes,No,73.6
667,Female,4.2,78.4,6.5,Bachelors,Yes,Yes,No,75.4
668,Female,3.9,82.0,5.9,Bachelors,Yes,No,No,68.7
669,Male,2.7,71.5,8.9,High School,Yes,No,Yes,91.3
670,Male,2.5,76.8,5.8,Masters,Yes,No,Yes,52.2
671,Male,3.5,80.2,6.1,Bachelors,Yes,Yes,No,71.7
672,Female,5.3,93.7,7.0,High School,No,Yes,No,70.8
673,Female,4.3,87.6,5.4,High School,Yes,No,Yes,79.8
674,Female,2.9,86.9,6.3,Masters,Yes,No,No,59.9
675,Female,4.7,93.5,7.2,Bachelors,Yes,Yes,No,49.1
676,Male,0.5,83.6,6.4,High School,No,Yes,Yes,71.9
677,Female,5.2,88.9,6.7,None,No,No,Yes,73.4
678,Female,0.9,84.0,6.2,Masters,Yes,Yes,Yes,87.9
679,Female,3.0,87.7,5.0,None,No,No,No,54.8
680,Female,1.8,79.2,7.2,Bachelors,Yes,Yes,No,83.9
681,Female,1.6,60.6,8.9,Bachelors,Yes,Yes,No,98.4
682,Male,5.2,83.7,6.8,PhD,Yes,No,No,65.5
683,Male,2.8,99.2,7.1,Bachelors,Yes,Yes,Yes,54.5
684,Female,4.0,94.3,7.6,Masters,No,Yes,No,65.1
685,Male,3.4,94.7,5.3,High School,Yes,Yes,No,70.2
686,Female,4.2,97.4,8.8,Bachelors,No,Yes,Yes,76.8
687,Female,3.6,85.9,7.0,High School,Yes,No,No,62.9
688,Male,1.6,87.0,8.8,High School,Yes,No,No,88.7
689,Male,5.0,78.8,5.9,High School,Yes,No,No,56.6
690,Female,2.8,81.8,9.0,High School,Yes,Yes,No,49.1
691,Female,1.2,91.2,7.7,None,Yes,Yes,Yes,83.3
692,Female,2.9,97.0,7.5,High School,Yes,Yes,Yes,42.7
693,Male,5.8,83.6,7.1,Masters,No,No,No,67.6
694,Female,4.8,80.5,6.5,Masters,Yes,No,Yes,100.0
695,Female,3.0,85.0,8.2,Bachelors,Yes,No,No,69.9
696,Female,3.0,91.0,7.0,High School,Yes,Yes,No,56.6
697,Male,3.0,70.6,4.4,Masters,Yes,Yes,No,69.3
698,Female,6.6,62.0,5.5,Bachelors,No,Yes,No,69.4
699,Female,4.1,79.5,6.6,Masters,Yes,Yes,No,71.9
700,Male,4.1,72.8,7.2,Masters,Yes,Yes,No,77.9
701,Female,5.0,79.9,6.7,None,Yes,No,No,57.5
702,Female,3.9,83.5,8.3,Bachelors,Yes,Yes,Yes,90.3
703,Male,3.1,80.5,4.5,High School,Yes,Yes,Yes,72.9
704,Female,3.2,99.5,7.0,Bachelors,Yes,Yes,No,78.7
705,Male,3.4,88.3,4.6,High School,Yes,No,Yes,62.5
706,Male,3.4,88.0,7.7,PhD,Yes,No,Yes,85.4
707,Female,4.6,91.2,6.7,High School,Yes,No,Yes,66.9
708,Female,3.6,73.6,7.3,High School,Yes,No,No,73.3
709,Female,4.6,95.4,5.8,Masters,Yes,Yes,No,58.8
710,Female,3.4,84.2,8.3,Bachelors,Yes,No,Yes,58.0
711,Male,3.6,91.7,8.1,Bachelors,Yes,Yes,No,78.3
712,Female,0.5,74.3,7.5,Bachelors,Yes,Yes,No,64.7
713,Male,4.9,69.5,6.6,PhD,No,No,Yes,59.8
714,Female,4.0,93.2,7.5,High School,Yes,No,No,62.3
715,Female,5.0,88.8,6.0,PhD,Yes,Yes,No,78.4
716,Female,0.5,76.0,7.8,High School,No,Yes,No,62.5
717,Male,6.6,76.3,8.8,Masters,Yes,Yes,No,68.6
718,Female,3.3,96.3,8.1,Masters,Yes,Yes,Yes,70.2
719,Female,5.2,73.1,5.9,High School,Yes,Yes,No,47.0
720,Female,1.9,100.0,7.2,Bachelors,Yes,Yes,Yes,52.3
721,Female,4.4,76.0,5.2,High School,Yes,Yes,No,74.0
722,Male,1.9,91.4,7.5,Masters,Yes,No,No,61.2
723,Female,2.6,81.7,7.3,Bachelors,No,Yes,No,82.7
724,Male,6.4,91.0,4.6,Bachelors,Yes,Yes,Yes,81.6
725,Male,3.2,79.6,5.4,High School,Yes,Yes,No,78.6
726,Male,3.8,83.4,6.5,High School,Yes,No,No,91.8
727,Male,4.8,85.4,6.4,High School,Yes,Yes,No,69.0
728,Male,4.2,75.0,5.3,High School,Yes,Yes,No,77.8
729,Male,3.7,92.4,7.3,Bachelors,Yes,Yes,No,63.0
730,Female,4.0,79.9,7.1,PhD,Yes,No,No,99.4
731,Male,7.1,82.7,6.6,Masters,Yes,No,No,93.8
732,Male,3.4,75.1,5.9,Bachelors,No,No,No,70.1
733,Male,3.8,59.4,8.1,None,No,No,No,74.6
734,Female,5.1,83.1,8.8,Masters,Yes,No,No,86.3
735,Female,5.2,100.0,6.2,None,Yes,No,Yes,68.2
736,Male,5.3,92.8,6.1,Bachelors,Yes,Yes,No,62.1
737,Female,4.5,84.8,7.4,High School,No,Yes,No,80.5
738,Male,1.8,82.4,6.4,High School,Yes,No,Yes,70.9
739,Male,6.0,85.2,6.6,Masters,Yes,Yes,No,72.2
740,Female,1.8,90.5,7.7,High School,Yes,Yes,No,60.0
741,Male,4.0,73.2,4.5,High School,Yes,No,No,49.4
742,Female,2.4,96.1,8.4,Bachelors,Yes,Yes,No,72.8
743,Female,3.4,92.2,6.9,Bachelors,Yes,No,Yes,80.9
744,Male,4.0,92.2,6.3,Bachelors,Yes,No,Yes,67.3
745,Male,4.0,89.4,6.7,High School,Yes,Yes,No,87.2
746,Female,4.1,85.2,6.8,Bachelors,Yes,No,Yes,61.6
747,Male,5.9,91.7,4.7,Bachelors,Yes,Yes,Yes,57.3
748,Male,4.2,90.9,8.6,None,No,Yes,No,69.2
749,Male,3.1,81.5,6.8,Masters,Yes,Yes,No,69.0
750,Female,4.9,79.3,7.3,None,No,No,No,79.2
751,Female,5.3,86.0,7.9,Masters,Yes,No,No,60.7
752,Male,1.7,100.0,5.6,Bachelors,Yes,Yes,Yes,86.4
753,Female,4.4,72.6,7.4,High School,Yes,No,Yes,93.6
754,Female,4.6,70.3,6.5,Masters,Yes,Yes,No,69.5
755,Female,3.1,86.6,7.8,Bachelors,Yes,No,No,85.0
756,Female,5.6,85.5,4.2,Bachelors,Yes,Yes,Yes,57.3
757,Female,3.3,86.7,6.7,Bachelors,Yes,No,No,82.9
758,Male,3.7,87.4,6.1,Bachelors,Yes,Yes,Yes,82.6
759,Male,3.2,82.8,7.3,High School,Yes,Yes,No,80.4
760,Male,3.5,99.9,7.4,Bachelors,No,Yes,Yes,69.8
761,Female,1.9,69.0,6.0,High School,Yes,No,Yes,34.5
762,Female,1.3,76.7,5.9,Masters,No,Yes,Yes,62.3
763,Male,5.9,84.0,6.7,High School,Yes,No,No,62.5
764,Female,2.2,68.6,5.7,High School,Yes,Yes,No,58.3
765,Male,2.0,83.2,7.8,Bachelors,Yes,Yes,No,71.5
766,Male,0.5,100.0,6.4,Masters,Yes,Yes,No,65.0
767,Male,2.5,85.2,3.3,Bachelors,Yes,No,No,60.1
768,Female,1.5,87.3,6.4,High School,Yes,Yes,Yes,57.3
769,Female,6.0,72.4,5.6,Bachelors,Yes,No,No,61.4
770,Male,5.0,78.8,4.8,High School,Yes,No,No,83.5
771,Male,2.5,81.2,5.3,None,Yes,No,No,62.1
772,Male,6.9,81.8,6.9,None,Yes,Yes,Yes,63.8
773,Male,5.0,97.8,8.4,Bachelors,Yes,No,No,64.5
774,Female,3.0,90.6,7.2,High School,Yes,No,Yes,74.1
775,Female,0.5,73.9,6.1,Masters,Yes,Yes,No,75.5
776,Male,6.9,87.5,7.3,High School,Yes,No,Yes,33.5
777,Male,1.4,90.0,6.2,Bachelors,Yes,Yes,No,82.3
778,Female,1.0,96.4,6.0,High School,Yes,Yes,No,87.2
779,Female,5.0,100.0,5.4,None,Yes,Yes,No,57.4
780,Male,7.2,74.8,4.7,High School,Yes,Yes,No,58.3
781,Male,5.6,76.9,6.3,Bachelors,No,Yes,No,64.6
782,Male,4.3,72.4,7.0,Masters,Yes,Yes,No,60.9
783,Female,4.4,82.7,6.7,Bachelors,Yes,No,No,72.7
784,Female,4.8,89.7,6.3,High School,Yes,Yes,No,46.6
785,Female,4.6,94.9,5.7,None,Yes,Yes,No,56.6
786,Male,3.9,84.2,7.5,Bachelors,Yes,Yes,Yes,88.5
787,Male,3.7,81.8,5.2,Bachelors,Yes,No,No,58.9
788,Female,3.4,86.5,7.7,High School,Yes,No,No,84.9
789,Female,2.4,76.6,5.6,Bachelors,Yes,No,No,74.3
790,Male,3.1,100.0,5.9,Bachelors,Yes,No,No,48.3
791,Female,1.0,68.9,5.0,High School,Yes,Yes,No,77.6
792,Female,3.4,86.8,6.2,High School,No,No,Yes,68.6
793,Male,2.0,100.0,8.0,Masters,Yes,Yes,Yes,64.5
794,Female,1.8,85.1,7.4,High School,Yes,Yes,Yes,72.9
795,Male,3.8,83.1,8.0,High School,Yes,No,No,75.7
796,Male,5.6,81.4,7.4,Bachelors,Yes,Yes,No,78.5
797,Male,4.9,83.2,5.5,Masters,Yes,No,No,84.1
798,Male,1.1,98.7,6.4,High School,Yes,No,No,74.9
799,Male,2.0,62.9,5.9,Bachelors,Yes,Yes,Yes,53.5
800,Male,4.9,100.0,8.4,High School,Yes,Yes,No,64.3
801,Male,2.0,70.8,5.4,High School,Yes,Yes,No,100.0
802,Female,3.2,82.3,7.9,High School,Yes,No,No,78.7
803,Male,4.3,80.7,7.9,Masters,Yes,No,No,98.4
804,Male,2.0,90.9,9.0,High School,Yes,Yes,No,86.7
805,Female,3.7,69.0,6.3,High School,Yes,Yes,No,72.9
